species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range
Mulloidichthys flavolineatus,Mullidae,11047500,habitat_reef,reef-associated,43,white goatfish,351.503561,0.798341841,3.84,Actinopteri,LC,0.060991803,0.060991803,42.10249306,0.0013065,0.419377278,0.0054,0.144321781,43.07198643,60.1,0.0054,60.1,-3,3,8,3: mid/high,3,5983,Mulloidichthys,Mulliformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,97,NA,planktonic,7.333333333333333,27,2885045.223853211,NA,3
Mullus argentinae,Mullidae,310000,habitat_benthic,demersal,30,NA,600.969623,0.776864557,3.501041464,Actinopteri,NA,8.13e-6,8.13e-6,0.419377278,6.45e-6,0.003297,NA,0.001774567,46.10149566,NA,0.001774567,46.10149566,-3,2,2,2: low/mid,2,14063,Mullus,Mulliformes,Atlantic,West,"zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,97,NA,planktonic,11,19,2885045.223853211,NA,3
Mullus barbatus,Mullidae,727500,habitat_benthic,demersal,38.20000076,NA,3400.603392,0.68,3.14,Actinopteri,NA,0.222006046,0.222006046,0.77,0.021204,0.419377278,NA,0.044009979,43.89714241,NA,0.044009979,43.89714241,-2,2,2,2: low/mid,2,790,Mullus,Mulliformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,97,NA,planktonic,11,19,2885045.223853211,NA,3
Mullus surmuletus,Mullidae,2882500,habitat_benthic,demersal,40,NA,17341.66403,0.656087269,3.45,Actinopteri,LC,0.3026,0.3026,220.625,0.021891852,0.419377278,NA,0.048731721,42.84954298,30.1,0.048731721,30.1,-2,2,2,2: low/mid,2,1327,Mullus,Mulliformes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,97,NA,planktonic,11,19,2885045.223853211,NA,3
Muraenesox cinereus,Muraenesocidae,6977500,sedentary,demersal,220,NA,4874752.99,0.409229387,4.369581509,Actinopteri,NA,0.419377278,0.419377278,220.625,0.022602017,13.4432686,NA,0.209496848,49.24933984,NA,0.209496848,49.24933984,-1,2,2,2: low/mid,2,298,Muraenesox,Anguilliformes,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",eel-like,NA,15,NA,planktonic,15,28,2885045.223853211,NA,NA
Mycteroperca microlepis,Serranidae,1780000,habitat_reef,reef-associated,145,gag,14127.2321,0.176804061,3.65,Actinopteri,VU,0.020686774,0.020686774,220.625,0.0034,0.105494253,0.0034,0.159989226,39.73844218,43,0.0034,43,-3,2,2,2: low/mid,2,1212,Mycteroperca,Perciformes/Serranoidei,Atlantic,West,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,31,24,2885045.223853211,201.08333333333334,5.130434782608695
Mycteroperca phenax,Serranidae,1627500,habitat_reef,reef-associated,107,NA,154.0661309,0.21559573,4.47,Actinopteri,DD,0.029410133,0.029410133,24.51591858,0.0034,0.083667054,NA,0.062277721,33.5637568,NA,0.062277721,33.5637568,-2,2,2,2: low/mid,2,1213,Mycteroperca,Perciformes/Serranoidei,Atlantic,Both,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,21,22,2885045.223853211,201.08333333333334,5.130434782608695
Naso unicornis,Acanthuridae,11817500,habitat_reef,reef-associated,70,bluespine unicornfish,2152.086384,0.337334043,2.30563151,Actinopteri,LC,0.027348309,0.027348309,39.83,0.025016,0.275045451,0.027348309,0.133070221,54.18047184,73.9,0.027348309,73.9,-2,3,8,3: mid/high,3,1265,Naso,Acanthuriformes,"Indian Ocean, Pacific",Both,"plants, zooplankton",generalist,26,29,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,84,diurnal,planktonic,54.5,28,2885045.223853211,NA,3
Naucrates ductor,Carangidae,23690000,pelagic oceanic,reef-associated,70,NA,67.96813996,1.064734154,3.463684903,Actinopteri,LC,5.55,5.55,91382,0.027348309,24.63249455,NA,3.25525027,32.49417099,NA,3.25525027,32.49417099,0,2,6,5: mid/mid,5,998,Naucrates,Carangiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,23,147,NA,planktonic,20.363636363636363,24.645833333333332,2885045.223853211,7350.46,5.222222222222222
Nematalosa nasus,Clupeidae,3562500,habitat_coastal,pelagic neritic,25.5,NA,1490.27369,1.124180083,2.342988071,Actinopteri,LC,0.020686774,0.020686774,4.477796392,8.13e-6,0.218337659,NA,0.010738147,42.2416669,NA,0.010738147,42.2416669,-2,2,2,2: low/mid,2,1616,Nematalosa,Clupeiformes,"Indian Ocean, Pacific",Both,"detritus, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,25,2885045.223853211,576.7602106451614,10
Nemipterus japonicus,Nemipteridae,7565000,habitat_benthic,demersal,34,NA,31278.90158,1.261848147,4.126763862,Actinopteri,NA,6.04e-4,6.04e-4,4.17,8.13e-6,0.021204,NA,0.008959973,60.80191858,NA,0.008959973,60.80191858,-3,3,8,3: mid/high,3,4559,Nemipterus,Eupercaria/misc,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"detritus, nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,70,NA,planktonic,8,28,44818,417.300005,NA
Nemipterus virgatus,Nemipteridae,5732500,habitat_benthic,demersal,35,NA,22906.75869,0.957144758,4.005355039,Actinopteri,VU,0.017712,0.017712,4.17,3.6e-4,0.32,NA,0.029162184,50.12843893,NA,0.029162184,50.12843893,-2,2,2,2: low/mid,2,396,Nemipterus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,70,NA,planktonic,5.5,27,2885045.223853211,417.300005,NA
Normanichthys crockeri,Normanichthyidae,267500,habitat_coastal,demersal,11,NA,260047.4754,0.459478193,2.847301646,Actinopteri,NA,8.13e-6,8.13e-6,3.75,6.45e-6,0.025016,NA,0.002154486,38.20124219,NA,0.002154486,38.20124219,-3,2,2,2: low/mid,2,4313,Normanichthys,Perciformes/Scorpaenoidei,Pacific,East,"nekton, plants, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,1,NA,2002-03-26T00:00:00Z,NA,17,2885045.223853211,NA,NA
Ocyurus chrysurus,Lutjanidae,2962500,habitat_reef,reef-associated,86.30000305,yellowtail snapper,106024.5437,0.47392585,4.03,Actinopteri,DD,0.3026,0.3026,4.290933142,0.022602017,4.17,4.17,0.078803513,31.80770615,30.9,4.17,30.9,0,2,6,5: mid/mid,5,188,Ocyurus,Eupercaria/misc,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,113,nocturnal,planktonic,14,26,2885045.223853211,213.978125,9.5
Oncorhynchus gorbuscha,Salmonidae,3357500,migratory,demersal,76,NA,5986072.754,0.491520221,4.49,Actinopteri,NA,0.048,0.048,77.88114116,0.019379506,0.75925,NA,0.080210989,40.92840121,NA,0.080210989,40.92840121,-2,2,2,2: low/mid,2,240,Oncorhynchus,Salmoniformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,21,"boreal, Boreal, polar, subtropical, Subtropical, temperate, Temperate, Tropical",fusiform / normal,15,226,NA,in close association with substrate,3,3,2885045.223853211,1188.09998,20.249999872843432
Oncorhynchus keta,Salmonidae,2395000,migratory,benthopelagic,100,NA,1232214.468,0.332235885,3.74,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.021891852,0.524649642,NA,0.072923746,60.55857144,NA,0.072923746,60.55857144,-2,3,8,3: mid/high,3,241,Oncorhynchus,Salmoniformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,0,23.7000007629395,"boreal, polar, subtropical, Subtropical, temperate, Temperate, Tropical",fusiform / normal,NA,226,NA,in close association with substrate,7,4,2885045.223853211,244.06371821589207,23.7000007629395
Oncorhynchus kisutch,Salmonidae,2657500,migratory,pelagic oceanic,107.9499969,NA,180864.232,0.52822829,4.182798704,Actinopteri,NA,0.04451615,0.04451615,69.37218463,0.017712,0.524649642,NA,0.083346401,35.21816654,NA,0.083346401,35.21816654,-2,2,2,2: low/mid,2,245,Oncorhynchus,Salmoniformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,0,24.7999992370605,"boreal, polar, subtropical, Subtropical, temperate, Temperate, Tropical",fusiform / normal,14.007142857142856,226,nocturnal,in close association with substrate,5,3,2885045.223853211,829.4285714285714,24.7999992370605
Oncorhynchus masou,Salmonidae,1050000,migratory,benthopelagic,79,NA,11650.48361,0.488,3.641128568,Actinopteri,NA,0.048,0.048,69.37218463,0.020686774,0.419377278,NA,0.073830826,29.12949444,NA,0.073830826,29.12949444,-2,1,4,1: mid/low,1,242,Oncorhynchus,Salmoniformes,Pacific,West,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate",fusiform / normal,NA,226,NA,in close association with substrate,7.5,6,2885045.223853211,244.06371821589207,20.249999872843432
Oncorhynchus nerka,Salmonidae,1905000,migratory,pelagic oceanic,84,NA,1750038.608,0.343342144,3.54,Actinopteri,LC,0.190553387,0.190553387,69.37218463,0.029410133,0.75925,NA,0.070056531,50.14816212,NA,0.070056531,50.14816212,-2,2,2,2: low/mid,2,243,Oncorhynchus,Salmoniformes,"Arctic Ocean, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,0,24.8999996185303,"boreal, polar, subtropical, Subtropical, temperate, Temperate",fusiform / normal,14.08279569892473,226,nocturnal,in close association with substrate,8,3,2885045.223853211,273.01440806451615,24.8999996185303
Oncorhynchus tshawytscha,Salmonidae,2962500,migratory,benthopelagic,150,NA,78870.36652,0.491520221,4.4,Actinopteri,NA,0.32,0.32,220.625,0.021204,24.63249455,NA,0.213268639,33.71337676,NA,0.213268639,33.71337676,-1,2,2,2: low/mid,2,244,Oncorhynchus,Salmoniformes,"Arctic Ocean, Pacific",Both,"nekton, others, zoobenthos, zooplankton",generalist,0,24.8999996185303,"boreal, polar, subtropical, Subtropical, temperate, Temperate, tropical",fusiform / normal,16,226,NA,in close association with substrate,9,4,2885045.223853211,172,24.8999996185303
Ophiodon elongatus,Hexagrammidae,722500,migratory,demersal,152,lingcod,37899.04791,0.142917331,4.53,Actinopteri,NA,0.025016,0.025016,126.7550727,0.0017922,0.75925,0.0017922,0.217176984,44.06271512,NA,0.0017922,44.06271512,-3,2,2,2: low/mid,2,509,Ophiodon,Perciformes/Cottoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",elongated,12.18125,9,NA,planktonic,25,10,2885045.223853211,41.566874999999996,NA
Opisthonema libertate,Clupeidae,520000,habitat_coastal,pelagic neritic,30,NA,579556.2461,0.701094271,2.978049609,Actinopteri,LC,0.020686774,0.020686774,9.682782451,8.13e-6,0.218337659,NA,0.009638501,44.34066233,NA,0.009638501,44.34066233,-3,2,2,2: low/mid,2,1484,Opisthonema,Clupeiformes,Pacific,East,"plants, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,27,2885045.223853211,576.7602106451614,13.575
Opisthonema oglinum,Clupeidae,2765000,habitat_coastal,reef-associated,38,NA,38353.45049,1.026959074,4.5,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.419377278,NA,0.07073682,37.04247057,NA,0.07073682,37.04247057,-2,2,2,2: low/mid,2,1486,Opisthonema,Clupeiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,190,NA,planktonic,8.566666669315762,25,2885045.223853211,576.7602106451614,13.575
Orcynopsis unicolor,Scombridae,2472500,hms,pelagic neritic,130,NA,3446.15792,0.596518223,4.481651192,Actinopteri,LC,0.048,0.048,220.625,0.004257833,7.78,NA,0.08752966,24.00178033,NA,0.08752966,24.00178033,-2,1,4,1: mid/low,1,108,Orcynopsis,Scombriformes,"Atlantic, Mediterranean and Black Sea",East,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,54,NA,planktonic,12.33529416252585,19,2885045.223853211,524.3454545454546,13.476923062251169
Osmerus eperlanus,Osmeridae,1180000,habitat_coastal,pelagic neritic,45,NA,203386.2059,0.094547828,3.51038064,Actinopteri,LC,0.218337659,0.218337659,4.477796392,0.025016,0.364,NA,0.065058884,49.01246602,NA,0.065058884,49.01246602,-2,2,2,2: low/mid,2,1334,Osmerus,Osmeriformes,"Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical, temperate, Temperate",elongated,NA,15,NA,planktonic,10,10,2885045.223853211,NA,12.3
Osmerus mordax,Osmeridae,6640000,habitat_coastal,pelagic oceanic,35.59999847,NA,48591.9841,0.087755132,3,Actinopteri,NA,0.222006046,0.222006046,9.919689167,0.025016,0.469069439,NA,0.04984622,55.81181939,NA,0.04984622,55.81181939,-2,2,2,2: low/mid,2,253,Osmerus,Osmeriformes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,6,18.3,"boreal, polar, Subtropical, temperate, Temperate",elongated,NA,15,NA,planktonic,7,2,2885045.223853211,NA,12.3
Otolithes ruber,Sciaenidae,8637500,habitat_coastal,benthopelagic,90,NA,75651.61394,0.865438668,3.6,Actinopteri,NA,0.190553387,0.190553387,69.37218463,0.014020895,0.419377278,NA,0.094707947,40.45348827,NA,0.094707947,40.45348827,-2,2,2,2: low/mid,2,4824,Otolithes,Eupercaria/misc,"Indian Ocean, Pacific",Both,zoobenthos,specialist,26,29,"subtropical, Subtropical, tropical, Tropical",fusiform / normal,NA,286,NA,2002-03-26T00:00:00Z,5,27,2885045.223853211,525.6001112222223,3
Pagellus acarne,Sparidae,2185000,habitat_reef,benthopelagic,36,NA,12714.68568,0.47822275400000003,3.81,Actinopteri,LC,0.222006046,0.222006046,0.902079429,0.060991803,0.390708752,NA,0.046940315,28.37731053,NA,0.046940315,28.37731053,-2,1,4,1: mid/low,1,889,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate",fusiform / normal,NA,158,NA,planktonic,15,19,2885045.223853211,198.55641025641026,8
Pagellus bellottii,Sparidae,717500,habitat_reef,demersal,42,NA,22277.50752,0.677967137,3.641128568,Actinopteri,LC,0.222006046,0.222006046,69.37218463,0.021204,0.419377278,NA,0.073427895000000007,31.48790692,NA,0.073427895000000007,31.48790692,-2,2,2,2: low/mid,2,436,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,zoobenthos,specialist,NA,NA,"subtropical, Subtropical, tropical",fusiform / normal,NA,158,NA,planktonic,15,25,2885045.223853211,198.55641025641026,8
Pagellus bogaraveo,Sparidae,2387500,habitat_reef,benthopelagic,70,NA,14240.12473,0.317996793,4.21,Actinopteri,NT,0.048,0.048,220.625,0.025016,0.275045451,NA,0.065141725,36.75082099,NA,0.065141725,36.75082099,-2,2,2,2: low/mid,2,890,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",fusiform / normal,NA,158,NA,planktonic,15,20.25,2885045.223853211,198.55641025641026,8
Pagellus erythrinus,Sparidae,2127500,habitat_reef,benthopelagic,60,NA,19205.76908,0.467310419,3.48,Actinopteri,LC,0.222006046,0.222006046,4.980503952,0.023778395,0.419377278,NA,0.06974798,28.18406741,NA,0.06974798,28.18406741,-2,1,4,1: mid/low,1,893,Pagellus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,15,19,2885045.223853211,198.55641025641026,8
Pagrus auratus,Sparidae,1832500,habitat_reef,reef-associated,130,silver seabream,308915.0836,0.212995064,3.59,Actinopteri,NA,0.029410133,0.029410133,69.37218463,0.014020895,0.04451615,0.040637322,0.075591735,35.63772344,NA,0.040637322,35.63772344,-2,2,2,2: low/mid,2,6426,Pagrus,Eupercaria/misc,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,158,NA,planktonic,54,25,2885045.223853211,198.55641025641026,8
Pagrus major,Sparidae,1235000,habitat_reef,demersal,100,NA,27715.41741,0.388831741,4.46,Actinopteri,LC,0.022602017,0.022602017,8.679299057,0.004257833,0.145837,NA,0.077751201,38.11122102,47,0.077751201,47,-2,2,2,2: low/mid,2,445,Pagrus,Eupercaria/misc,"Mediterranean and Black Sea, Pacific",West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,54,24.25,2885045.223853211,198.55641025641026,8
Pagrus pagrus,Sparidae,5512500,habitat_reef,benthopelagic,91,red porgy,69501.76973,0.393674465,3.86,Actinopteri,LC,0.3026,0.3026,4.477796392,0.046225266,0.364,0.3026,0.078609492,37.65994697,38,0.3026,38,-1,2,2,2: low/mid,2,1756,Pagrus,Eupercaria/misc,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,158,NA,planktonic,54,24,2885045.223853211,198.55641025641026,8
Pampus argenteus,Stromateidae,7610000,habitat_coastal,benthopelagic,60,NA,220639.9265,0.666219294,3.3,Actinopteri,NA,0.3026,0.3026,69.37218463,0.022602017,0.77,NA,0.088193295,34.60759369,NA,0.088193295,34.60759369,-2,2,2,2: low/mid,2,491,Pampus,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,17,NA,planktonic,7,25,44650,NA,NA
Paralabrax humeralis,Serranidae,862500,habitat_benthic,benthopelagic,54.5,NA,36474.70373,0.274989376,4.12,Actinopteri,DD,0.04451615,0.04451615,4.17,0.003348104,0.364,NA,0.05074578,55.5913753,NA,0.05074578,55.5913753,-2,2,2,2: low/mid,2,352,Paralabrax,Perciformes/Serranoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,566,NA,planktonic,28.333333333333332,26,2885045.223853211,201.08333333333334,5.130434782608695
Paralichthys californicus,Paralichthyidae,375000,habitat_benthic,demersal,152,NA,215.8677611,0.686346119,4.481651192,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.75925,NA,0.05948744,43.34156001,NA,0.05948744,43.34156001,-2,2,2,2: low/mid,2,4228,Paralichthys,Pleuronectiformes,Pacific,East,nekton,specialist,NA,NA,"Subtropical, temperate",short and / or deep,NA,65,diurnal,2002-03-26T00:00:00Z,30,19,2885045.223853211,NA,NA
Paralichthys dentatus,Paralichthyidae,360000,habitat_benthic,demersal,94,NA,19381.1419,1.335834603,4.49,Actinopteri,LC,0.0034,0.0034,220.625,0.00123027,0.046225266,NA,0.031346557,67.46486722,102.77,0.031346557,102.77,-2,4,9,4: mid/veryhigh,4,1338,Paralichthys,Pleuronectiformes,Atlantic,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate, Temperate",short and / or deep,NA,65,NA,2002-03-26T00:00:00Z,9,13,2325500,NA,NA
Paralichthys olivaceus,Paralichthyidae,1642500,habitat_benthic,demersal,103,bastard halibut,5662.614177,0.873733883,4.46,Actinopteri,NA,0.021204,0.021204,220.625,0.003348104,0.341291664,1.49e-5,0.067023984,48.44559799,NA,1.49e-5,48.44559799,-5,2,7,2: low/mid,2,1351,Paralichthys,Pleuronectiformes,Pacific,West,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,65,NA,2002-03-26T00:00:00Z,15.666666666666666,20,2885045.223853211,NA,NA
Paralonchurus peruanus,Sciaenidae,150000,habitat_coastal,demersal,51,NA,21622.18548,0.624615121,2.17,Actinopteri,LC,0.003297,0.003297,69.37218463,6.45e-6,0.222006046,NA,0.010208474,36.80690002,NA,0.010208474,36.80690002,-2,2,2,2: low/mid,2,424,Paralonchurus,Eupercaria/misc,Pacific,East,"detritus, plants, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,286,NA,2002-03-26T00:00:00Z,15.226086958594944,21,2885045.223853211,525.6001112222223,7.125
Parapercis colias,Pinguipedidae,465000,habitat_coastal,demersal,45,NA,11421.44512,0.447064618,3.89,Actinopteri,LC,0.222006046,0.222006046,4.17,0.020686774,0.419377278,NA,0.059997225,29.0478274,NA,0.059997225,29.0478274,-2,1,4,1: mid/low,1,464,Parapercis,Perciformes/Uranoscopoidei,Pacific,West,,specialist,NA,NA,"Subtropical, temperate",elongated,NA,92,NA,planktonic,17,13,2885045.223853211,NA,NA
Parastromateus niger,Carangidae,11080000,habitat_coastal,reef-associated,75,NA,170627.184,1.069770735,3.015406233,Actinopteri,LC,0.3026,0.3026,220.625,0.019379506,8.5,NA,0.191905659,39.0352929,NA,0.191905659,39.0352929,-1,2,2,2: low/mid,2,1947,Parastromateus,Carangiformes,"Indian Ocean, Pacific",Both,"plants, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",short and / or deep,NA,147,nocturnal,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222
