species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,temp_min,body_shape_i,sp_richness,iucn_category,fishbase_name,dev_place,temp_max,longevity_wild,temp_preferred,fecundity_mean,fecundity_max,oxygen_cons,temp_range
Parapercis colias,Pinguipedidae,465000,habitat_coastal,demersal,45,NA,11421.44512,0.447064618,3.89,Actinopteri,0.222006046,0.222006046,4.17,0.020686774,0.419377278,NA,0.059997225,29.0478274,NA,0.059997225,29.0478274,-2,1,4,1: mid/low,1,464,Parapercis,Perciformes/Uranoscopoidei,NA,elongated,93,LC,New Zealand blue cod,planktonic,NA,17,13,16328,47949,NA,NA
Parastromateus niger,Carangidae,11080000,habitat_coastal,reef-associated,75,NA,170627.184,1.069770735,3.015406233,Actinopteri,0.3026,0.3026,220.625,0.019379506,8.5,NA,0.191905659,39.0352929,NA,0.191905659,39.0352929,-1,2,2,2: low/mid,2,1947,Parastromateus,Carangiformes,NA,short and / or deep,148,LC,Black pomfret,planktonic,NA,16.11764705882353,27,76744,151796,6715.0254549090905,5.222222222222222
Paristiopterus labiosus,Pentacerotidae,827500,habitat_benthic,demersal,100,NA,55.24076796,0.566320874,3.33,Actinopteri,0.025016,0.025016,10.48565514,0.003348104,0.094312574,NA,0.052568042,43.19223162,NA,0.052568042,43.19223162,-2,2,2,2: low/mid,2,12354,Paristiopterus,Acropomatiformes,NA,short and / or deep,13,NA,Giant boarfish,in close association with substrate,NA,35.5,23,NA,NA,NA,NA
Parona signata,Carangidae,365000,habitat_coastal,demersal,60,NA,3739.276221,0.934625792,3.454345763,Actinopteri,0.025016,0.025016,69.37218463,0.003297,0.32,NA,0.030718777,34.592627040000004,NA,0.030718777,34.592627040000004,-2,2,2,2: low/mid,2,386,Parona,Carangiformes,NA,fusiform / normal,148,LC,Parona leatherjacket,in close association with substrate,NA,16.11764705882353,23,594845.8571428572,2622986.909090909,6715.0254549090905,5.222222222222222
Parophrys vetulus,Pleuronectidae,1230000,migratory,demersal,49,english sole,21879.97938,0.313793044,3.445006623,Actinopteri,0.218337659,0.218337659,42.10249306,0.026156171,0.419377278,0.020976177,0.072232351,46.12622026,NA,0.020976177,46.12622026,-2,2,2,2: low/mid,2,4248,Parophrys,Pleuronectiformes,NA,short and / or deep,62,LC,English sole,planktonic,NA,22,9,1025000,1900000,100,7.728571394511632
Patagonotothen ramsayi,Nototheniidae,1027500,deep,benthopelagic,44,NA,443616.7456,0.471420356,3.538398025,Actinopteri,0.222006046,0.222006046,4.17,0.040637322,0.419377278,NA,0.047684294,49.3676468,NA,0.047684294,49.3676468,-2,2,2,2: low/mid,2,10308,Patagonotothen,Perciformes/Notothenioidei,NA,fusiform / normal,56,DD,Longtail southern cod,in close association with substrate,NA,22.5,9,7500,45016.5,71.3952775,6
Pegusa lascaris,Soleidae,2572500,habitat_benthic,demersal,40,NA,4141.827964,0.191168732,3.29,Actinopteri,0.190553387,0.190553387,39.83,0.025016,0.419377278,NA,0.036517431,51.42109196,NA,0.036517431,51.42109196,-2,2,2,2: low/mid,2,1336,Pegusa,Pleuronectiformes,NA,short and / or deep,185,LC,Sand sole,planktonic,NA,15,26,NA,303850,142.60999999999999,9.333333333333334
Pelates quadrilineatus,Terapontidae,10432500,habitat_coastal,reef-associated,30,NA,25.39081752,0.814152596,3.59,Actinopteri,2.14e-4,2.14e-4,9.454267207,8.13e-6,0.218337659,NA,0.011331286,35.94956594,NA,0.011331286,35.94956594,-2,2,2,2: low/mid,2,7945,Pelates,Centrarchiformes,NA,fusiform / normal,59,LC,Fourlined terapon,planktonic,NA,NA,26,NA,94169,NA,10.75
Pennahia argentata,Sciaenidae,1032500,habitat_coastal,benthopelagic,40,NA,27970.05508,0.804667561,4.06,Actinopteri,0.021204,0.021204,69.37218463,0.0013065,0.419377278,NA,0.060613362,36.57868358,NA,0.060613362,36.57868358,-2,2,2,2: low/mid,2,434,Pennahia,Eupercaria/misc,NA,fusiform / normal,293,LC,Silver croaker,planktonic,NA,15.303703705469767,25,682950.4166666666,1965624,520.7365628125,7.9
Pentaceros richardsoni,Pentacerotidae,3077500,habitat_benthic,pelagic-oceanic,56,NA,854.3380003,0.392870269,3.547737166,Actinopteri,0.218337659,0.218337659,4.17,0.02094379,0.568260947,NA,0.048064584,44.34189975,NA,0.048064584,44.34189975,-2,2,2,2: low/mid,2,3611,Pentaceros,Acropomatiformes,NA,fusiform / normal,13,NA,Pelagic armourhead,planktonic,NA,60,17,NA,NA,NA,NA
Pentanemus quinquarius,Polynemidae,650000,habitat_coastal,demersal,35,NA,16110.92931,0.687012387,3.603772007,Actinopteri,0.040637322,0.040637322,69.37218463,0.002075459,0.364,NA,0.034509107,29.69354629,NA,0.034509107,29.69354629,-2,1,4,1: mid/low,1,342,Pentanemus,Carangaria/misc,NA,fusiform / normal,42,VU,Royal threadfin,in close association with substrate,NA,20,25,681221,1114757,NA,4
Peprilus paru,Stromateidae,2995000,habitat_coastal,benthopelagic,30,NA,1395.855099,0.911406922,4.5,Actinopteri,0.0013065,0.0013065,77.88114116,8.13e-6,0.054107361,NA,0.012372622,36.2263518,NA,0.012372622,36.2263518,-2,2,2,2: low/mid,2,28143,Peprilus,Scombriformes,NA,short and / or deep,17,LC,American harvestfish,planktonic,NA,7,27,44650,147959,NA,NA
Peprilus triacanthus,Stromateidae,1105000,pelagic,benthopelagic,30,NA,108500.4293,0.700336418,3.91,Actinopteri,0.020686774,0.020686774,69.37218463,8.13e-6,0.311178405,NA,0.011394683,33.04389876,NA,0.011394683,33.04389876,-2,2,2,2: low/mid,2,492,Peprilus,Scombriformes,NA,fusiform / normal,17,NA,Atlantic butterfish,planktonic,NA,7,20,44650,147959,NA,NA
Percophis brasiliensis,Percophidae,1072500,habitat_coastal,demersal,53.29999924,NA,71909.87553,0.257794633,4.173459563,Actinopteri,0.048,0.048,4.438338373,0.020686774,0.364,NA,0.064104432,34.27587627,NA,0.064104432,34.27587627,-2,2,2,2: low/mid,2,465,Percophis,Perciformes/Percophoidei,NA,elongated,1,NA,Brazilian flathead,in close association with substrate,NA,19,16,NA,NA,NA,NA
Petromyzon marinus,Petromyzontidae,2705000,migratory,demersal,120,NA,416.3453277,0.291680948,4.360242262,Petromyzonti,0.04451615,0.04451615,69.37218463,0.004257833,0.20397299,NA,0.063857919,44.52177392,NA,0.063857919,44.52177392,-2,2,2,2: low/mid,2,2530,Petromyzon,Petromyzontiformes,0.6,eel-like,43,LC,Sea lamprey,non-planktonic,20,11,8,190889,240284.5,201.64285714285714,19.4
Petrus rupestris,Sparidae,70000,migratory,demersal,200,NA,86.45184772,0.257114227,4.481651192,Actinopteri,0.003297,0.003297,27.3197105,6.45e-6,0.048,NA,0.034093605,47.38933112,NA,0.034093605,47.38933112,-2,2,2,2: low/mid,2,447,Petrus,Eupercaria/misc,NA,fusiform / normal,162,EN,Red steenbras,in close association with substrate,NA,21,20,681346.8333333334,1304938.0789473683,243.1527895348837,8
Phycis blennoides,Phycidae,3255000,migratory,benthopelagic,110,NA,10835.79277,0.397379693,3.69716341,Actinopteri,0.190553387,0.190553387,69.37218463,0.021204,0.469069439,NA,0.077445973,37.23935474,NA,0.077445973,37.23935474,-2,2,2,2: low/mid,2,1340,Phycis,Gadiformes,NA,fusiform / normal,11,LC,Greater forkbeard,planktonic,NA,20,16,NA,10408045,NA,NA
Phycis phycis,Phycidae,1815000,habitat_benthic,benthopelagic,65,NA,9656.663803,0.512241091,4.25,Actinopteri,0.021204,0.021204,4.17,0.0013065,0.235587588,NA,0.050243394,44.4459616,NA,0.050243394,44.4459616,-2,2,2,2: low/mid,2,1747,Phycis,Gadiformes,NA,fusiform / normal,11,LC,Forkbeard,planktonic,NA,20,20,5427502.75,10408045,NA,NA
Plagiogeneion rubiginosum,Emmelichthyidae,1440000,deep,bathydemersal,60,NA,3246.226032,0.467322973,3.454345763,Actinopteri,0.060991803,0.060991803,4.17,0.020686774,0.419377278,NA,0.050425379,43.10764181,NA,0.050425379,43.10764181,-2,2,2,2: low/mid,2,12288,Plagiogeneion,Eupercaria/misc,NA,fusiform / normal,18,LC,Rubyfish,in close association with substrate,NA,10,26,NA,77950,NA,NA
Platichthys flesus,Pleuronectidae,1830000,habitat_benthic,demersal,60,NA,148911.2792,0.340148283,3.32,Actinopteri,0.04451615,0.04451615,4.477796392,0.020686774,0.419377278,NA,0.053977311,57.22371195,NA,0.053977311,57.22371195,-2,2,2,2: low/mid,2,1341,Platichthys,Pleuronectiformes,5,short and / or deep,62,LC,European flounder,planktonic,25,15,11,1254028.2125,1886736.125,64.88105315789474,20
Platichthys stellatus,Pleuronectidae,3655000,habitat_benthic,demersal,91,NA,6321.604415,0.256053141,3.58,Actinopteri,0.04451615,0.04451615,8.5,0.004257833,0.3026,NA,0.054040933,52.25296188,NA,0.054040933,52.25296188,-2,2,2,2: low/mid,2,4249,Platichthys,Pleuronectiformes,NA,short and / or deep,62,LC,Starry flounder,planktonic,25,42,4,3095165.5,5955245,46.29565217391304,20
Platycephalus indicus,Platycephalidae,11915000,habitat_benthic,reef-associated,100,NA,56660.6226,0.47872139,3.6,Actinopteri,0.027348309,0.027348309,69.37218463,0.003297,0.492909728,NA,0.110831026,52.29877587,NA,0.110831026,52.29877587,-1,2,2,2: low/mid,2,950,Platycephalus,Perciformes/Scorpaenoidei,NA,elongated,81,DD,Bartail flathead,planktonic,NA,16,27,NA,2500000,NA,NA
Plectorhinchus gaterinus,Haemulidae,2390000,habitat_reef,reef-associated,50,NA,674.6529054,0.44710991,4.005355039,Actinopteri,0.218337659,0.218337659,4.477796392,0.009385138,0.419377278,NA,0.060260374,26.90108517,NA,0.060260374,26.90108517,-2,1,4,1: mid/low,1,7703,Plectorhinchus,Eupercaria/misc,NA,fusiform / normal,133,LC,Blackspotted rubberlip,planktonic,NA,14,27,45384,666525.4285714285,155.13333333333333,5
Plectorhinchus mediterraneus,Haemulidae,890000,habitat_benthic,demersal,80,NA,1699.859126,0.294570293,3.538398025,Actinopteri,0.029410133,0.029410133,8.5,0.017712,0.20397299,NA,0.05105926,55.07131506,NA,0.05105926,55.07131506,-2,2,2,2: low/mid,2,398,Plectorhinchus,Eupercaria/misc,NA,fusiform / normal,133,DD,Rubberlip grunt,planktonic,NA,14,24,45384,666525.4285714285,155.13333333333333,5
Plectorhinchus pictus,Haemulidae,12412500,habitat_reef,reef-associated,83,NA,47.9135368,0.288603199,3.85,Actinopteri,0.190553387,0.190553387,25.84512199,0.027348309,8.5,NA,0.118602482,39.25437499,NA,0.118602482,39.25437499,-1,2,2,2: low/mid,2,8315,Plectorhinchus,Eupercaria/misc,NA,short and / or deep,133,LC,Trout sweetlips,planktonic,NA,14,28,45384,666525.4285714285,155.13333333333333,5
Plectorhinchus schotaf,Haemulidae,10495000,habitat_reef,reef-associated,80,NA,420.8092813,0.44710991,3.633333333,Actinopteri,0.190553387,0.190553387,9.398965353,0.003348104,0.77,NA,0.079404908,28.968426,NA,0.079404908,28.968426,-2,1,4,1: mid/low,1,7706,Plectorhinchus,Eupercaria/misc,NA,fusiform / normal,133,LC,Minstrel sweetlips,planktonic,NA,14,27,45384,666525.4285714285,155.13333333333333,5
Plectorhinchus sordidus,Haemulidae,1287500,habitat_reef,reef-associated,60,NA,81.92687122,0.549660927,4.005355039,Actinopteri,0.029410133,0.029410133,4.17,0.0013065,0.32,NA,0.058928137,27.62234491,NA,0.058928137,27.62234491,-2,1,4,1: mid/low,1,7626,Plectorhinchus,Eupercaria/misc,NA,fusiform / normal,133,LC,Sordid rubberlip,planktonic,NA,14,26.6,45384,666525.4285714285,155.13333333333333,5
Plectropomus areolatus,Serranidae,5310000,migratory,reef-associated,80,squaretail coralgrouper,3094.997213,0.321726946,4.481651192,Actinopteri,0.048,0.048,24.51591858,0.027348309,0.3026,0.048,0.074554073,34.14482714,NA,0.048,34.14482714,-2,2,2,2: low/mid,2,6082,Plectropomus,Perciformes/Serranoidei,NA,fusiform / normal,101,VU,Squaretail coralgrouper,in close association with substrate,NA,26,28,1913,1944500,231.83333333333334,5
Plectropomus leopardus,Serranidae,8795000,habitat_reef,reef-associated,120,coral trout,148319.6519,0.262136996,4.42,Actinopteri,0.040637322,0.040637322,39.83,0.014020895,0.083667054,0.014020895,0.07362021,28.98231432,25.2,0.014020895,25.2,-2,1,4,1: mid/low,1,4826,Plectropomus,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Leopard coralgrouper,planktonic,NA,26,28,1913,1944500,231.83333333333334,5
Plectropomus pessuliferus,Serranidae,8977500,habitat_reef,reef-associated,120,NA,1961.340225,0.321726946,4.42,Actinopteri,0.029410133,0.029410133,39.83,0.014020895,0.145837,NA,0.066693357,33.36333784,NA,0.066693357,33.36333784,-2,2,2,2: low/mid,2,7430,Plectropomus,Perciformes/Serranoidei,NA,fusiform / normal,101,LC,Roving coralgrouper,in close association with substrate,NA,26,28,1913,1944500,231.83333333333334,5
Pleurogrammus azonus,Hexagrammidae,667500,habitat_benthic,demersal,62,NA,3626343.234,0.159533503,3.38,Actinopteri,0.040637322,0.040637322,8.5,0.007760206,0.469069439,NA,0.048664111,57.19693332,NA,0.048664111,57.19693332,-2,2,2,2: low/mid,2,510,Pleurogrammus,Perciformes/Cottoidei,NA,fusiform / normal,9,NA,Okhotsk atka mackerel,planktonic,NA,12,8,6689,332983.2,41.566874999999996,NA
Pleurogrammus monopterygius,Hexagrammidae,1715000,habitat_coastal,demersal,56.5,NA,2009760.409,0.076601039,3.38,Actinopteri,0.04451615,0.04451615,8.5,0.025016,0.390708752,NA,0.058453769,57.02502444,NA,0.058453769,57.02502444,-2,2,2,2: low/mid,2,4037,Pleurogrammus,Perciformes/Cottoidei,NA,fusiform / normal,9,NA,Atka mackerel,planktonic,NA,15,8,6689,332983.2,41.566874999999996,NA
Pleuronectes platessa,Pleuronectidae,1712500,migratory,demersal,100,NA,184703.5624,0.259689843,3.17,Actinopteri,0.040637322,0.040637322,69.37218463,0.017712,0.048,NA,0.080273885,46.05190037,100,0.080273885,100,-2,4,9,4: mid/veryhigh,4,1342,Pleuronectes,Pleuronectiformes,2,short and / or deep,62,LC,European plaice,planktonic,15,50,12,179604.90196078434,225433.33333333334,175.31297297297297,13
Pleuronectes quadrituberculatus,Pleuronectidae,2015000,habitat_benthic,bathydemersal,87,NA,798334.9775,0.120334472,3.59,Actinopteri,0.04451615,0.04451615,8.5,0.017712,0.524649642,NA,0.049331529,62.75515858,NA,0.049331529,62.75515858,-2,3,8,3: mid/high,3,4250,Pleuronectes,Pleuronectiformes,2.70000004768372,short and / or deep,62,LC,Alaska plaice,planktonic,8.19999980926514,37,4,1040775,225433.33333333334,175.31297297297297,5.499999761581421
Pogonias cromis,Sciaenidae,1915000,habitat_coastal,demersal,170,NA,52814.07433,0.18652475,3.38,Actinopteri,0.025016,0.025016,69.37218463,0.0034,7.78,NA,0.259508658,40.84084234,NA,0.259508658,40.84084234,-1,2,2,2: low/mid,2,425,Pogonias,Eupercaria/misc,NA,fusiform / normal,293,LC,Black drum,planktonic,NA,43,23,1896750.5,3378732,520.7365628125,7.9
Pollachius pollachius,Gadidae,1365000,habitat_coastal,benthopelagic,130,pollack,77783.54454,0.437336923,4.32,Actinopteri,0.040637322,0.040637322,77.88114116,0.004257833,0.469069439,0.00905641,0.074208965,33.66150827,NA,0.00905641,33.66150827,-3,2,2,2: low/mid,2,34,Pollachius,Gadiformes,NA,fusiform / normal,22,LC,Pollack,planktonic,NA,8,9,354423.3333333333,8622500,261.5,9.333333333333334
Pollachius virens,Gadidae,1737500,migratory,demersal,130,saithe,890845.9368,0.292771348,4.31,Actinopteri,0.04451615,0.04451615,5.225688042,0.014020895,0.048,0.04451615,0.066395869,61.7487087,NA,0.04451615,61.7487087,-2,3,8,3: mid/high,3,1343,Pollachius,Gadiformes,NA,fusiform / normal,22,LC,Saithe,planktonic,NA,25,6,4535500,8622500,261.5,9.333333333333334
Polydactylus quadrifilis,Polynemidae,507500,habitat_coastal,demersal,200,NA,167966.2074,0.564120399,4.024033319,Actinopteri,0.419377278,0.419377278,220.625,0.02094379,7.78,NA,0.288315567,41.83685334,NA,0.288315567,41.83685334,-1,2,2,2: low/mid,2,5002,Polydactylus,Carangaria/misc,NA,fusiform / normal,42,LC,Giant African threadfin,planktonic,NA,20,27,681221,1114757,NA,4
Polyprion americanus,Polyprionidae,7452500,habitat_benthic,demersal,210,NA,19181.41426,0.097063333,4.145442143,Actinopteri,0.025016,0.025016,77.88114116,0.0017922,0.77,NA,0.191662867,57.70200551,NA,0.191662867,57.70200551,-1,2,2,2: low/mid,2,349,Polyprion,Acropomatiformes,NA,fusiform / normal,2,DD,Wreckfish,non-planktonic,NA,80,17,7450000,11900000,NA,NA
Pomacanthus maculosus,Pomacanthidae,1652500,habitat_reef,reef-associated,50,NA,1194.620401,0.204546984,2.772588524,Actinopteri,0.048,0.048,4.069771569,0.025016,0.341291664,NA,0.059859483,40.5262483,NA,0.059859483,40.5262483,-2,2,2,2: low/mid,2,7903,Pomacanthus,Acanthuriformes,NA,short and / or deep,91,LC,Yellowbar angelfish,planktonic,28,18.666666666666668,28,79353,266472,NA,6
Pomadasys argenteus,Haemulidae,10752500,habitat_coastal,demersal,70,NA,7362.777276,0.805877969,3.47,Actinopteri,0.060991803,0.060991803,69.37218463,0.014020895,3.954427898,NA,0.157465744,36.09335894,NA,0.157465744,36.09335894,-1,2,2,2: low/mid,2,399,Pomadasys,Eupercaria/misc,26,fusiform / normal,133,LC,Silver grunt,planktonic,29,7,27,45384,666525.4285714285,155.13333333333333,3
Pomadasys jubelini,Haemulidae,640000,habitat_coastal,demersal,60,NA,9092.602815,0.753408033,3.388971781,Actinopteri,0.029410133,0.029410133,69.37218463,0.020686774,0.419377278,NA,0.081738893,34.11525425,NA,0.081738893,34.11525425,-2,2,2,2: low/mid,2,4708,Pomadasys,Eupercaria/misc,20,fusiform / normal,133,LC,Sompat grunt,planktonic,29,7,25,45384,666525.4285714285,155.13333333333333,3
Pomadasys kaakan,Haemulidae,10845000,habitat_coastal,reef-associated,80,NA,103598.7719,0.626947046,3.510380605,Actinopteri,0.3026,0.3026,220.625,0.027348309,8.5,NA,0.173038733,34.68298483,NA,0.173038733,34.68298483,-1,2,2,2: low/mid,2,6006,Pomadasys,Eupercaria/misc,NA,fusiform / normal,133,LC,Javelin grunter,planktonic,29,7,27,45384,666525.4285714285,155.13333333333333,3
Pomadasys stridens,Haemulidae,2142500,habitat_coastal,reef-associated,20,NA,1056.79335,0.778971593,4.033372459,Actinopteri,0.0013065,0.0013065,4.17,8.13e-6,0.222006046,NA,0.00986129,36.16761308,NA,0.00986129,36.16761308,-3,2,2,2: low/mid,2,7708,Pomadasys,Eupercaria/misc,NA,fusiform / normal,133,LC,Striped piggy,planktonic,29,7,28,45384,666525.4285714285,155.13333333333333,3
Pomatomus saltatrix,Pomatomidae,137852500,migratory,pelagic-oceanic,130,NA,125269.2375,0.524709109,4.53,Actinopteri,28773,28773,537466.5429,2.052763381,119173.5,NA,493.9179815,34.93998388,NA,493.9179815,34.93998388,2,2,3,6: high/mid,6,364,Pomatomus,Scombriformes,NA,fusiform / normal,1,VU,Bluefish,planktonic,NA,9,26,537443,960373,454.3809523809524,NA
Pontinus kuhlii,Scorpaenidae,1472500,habitat_deep,bathydemersal,52,NA,1536.758348,0.281780151,4.06138988,Actinopteri,0.040637322,0.040637322,4.290933142,0.017712,0.25,NA,0.058995851,38.58297073,NA,0.058995851,38.58297073,-2,2,2,2: low/mid,2,5007,Pontinus,Perciformes/Scorpaenoidei,NA,fusiform / normal,231,DD,Offshore rockfish,planktonic,NA,8,27,NA,32850,48.51111111111111,6
Priacanthus macracanthus,Priacanthidae,9322500,habitat_reef,reef-associated,30,NA,38524.31461,0.900748536,4.117424722,Actinopteri,2.14e-4,2.14e-4,27.3197105,8.13e-6,0.021204,NA,0.011736504,36.05149533,NA,0.011736504,36.05149533,-2,2,2,2: low/mid,2,356,Priacanthus,Eupercaria/misc,NA,fusiform / normal,21,LC,Red bigeye,planktonic,NA,9,28,112249,163258.5,NA,NA
Prolatilus jugularis,Pinguipedidae,295000,habitat_benthic,demersal,40,pacific sandperch,735.5556771,0.636895363,3.734519971,Actinopteri,8.13e-6,8.13e-6,0.77,6.45e-6,0.042353005,6.45e-6,0.004845063,42.77102464,NA,6.45e-6,42.77102464,-6,2,7,2: low/mid,2,12917,Prolatilus,Perciformes/Uranoscopoidei,NA,elongated,93,NA,Pacific sandperch,non-planktonic,NA,17,14,16328,47949,NA,NA
Promethichthys prometheus,Gempylidae,16325000,habitat_deep,benthopelagic,100,NA,204.2702824,0.2825668,4.182798704,Actinopteri,0.77,0.77,91382,0.015758747,23.22898081,NA,2.787202416,34.75736811,NA,2.787202416,34.75736811,0,2,6,5: mid/mid,5,5008,Promethichthys,Scombriformes,NA,elongated,26,LC,Roudi escolar,planktonic,NA,13.666666666666666,26,NA,2500000,NA,5
Psenopsis anomala,Centrolophidae,1332500,habitat_coastal,benthopelagic,30,NA,43667.43993,0.702069919,4.014694179,Actinopteri,0.003297,0.003297,4.438338373,8.13e-6,0.275045451,NA,0.010544927,34.78138953,NA,0.010544927,34.78138953,-2,2,2,2: low/mid,2,497,Psenopsis,Scombriformes,NA,short and / or deep,31,LC,Pacific rudderfish,planktonic,NA,14.25,21,285000,5680000,NA,NA
Psettichthys melanostictus,Pleuronectidae,1187500,habitat_benthic,demersal,63,NA,363.812153,0.306059045,4.070729021,Actinopteri,0.025016,0.025016,0.902079429,0.001530199,0.166702532,NA,0.045034299,55.79627562,NA,0.045034299,55.79627562,-2,2,2,2: low/mid,2,4255,Psettichthys,Pleuronectiformes,NA,short and / or deep,62,LC,Pacific sand sole,planktonic,NA,25.848484848484848,11,1040775,971411.0793650794,137.51355371900826,7.728571394511632
Psettodes erumei,Psettodidae,3950000,habitat_benthic,demersal,64,NA,81476.7449,0.855080405,4.39,Actinopteri,0.021204,0.021204,77.88114116,0.0013065,0.311178405,NA,0.069052214,50.71966868,NA,0.069052214,50.71966868,-2,2,2,2: low/mid,2,513,Psettodes,Pleuronectiformes,NA,fusiform / normal,3,DD,Indian halibut,in close association with substrate,NA,NA,28,810287.5,1316735,NA,NA
Pseudocaranx dentex,Carangidae,4832500,habitat_coastal,reef-associated,122,white trevally,12157.54843,0.381904298,3.92,Actinopteri,0.190553387,0.190553387,69.37218463,0.022602017,0.469069439,0.966912895,0.074908887,33.1704258,NA,0.966912895,33.1704258,-1,2,2,2: low/mid,2,1002,Pseudocaranx,Carangiformes,NA,fusiform / normal,148,LC,White trevally,planktonic,NA,49,20,126054.5,220098,6715.0254549090905,5.222222222222222
Pseudocyttus maculatus,Oreosomatidae,2850000,habitat_deep,bathydemersal,68,NA,45282.65927,0.109883806,3.678485129,Actinopteri,0.218337659,0.218337659,9.919689167,0.023031267,1.699264547,NA,0.072076338,52.60389583,NA,0.072076338,52.60389583,-2,2,2,2: low/mid,2,7151,Pseudocyttus,Zeiformes,NA,short and / or deep,10,DD,Smooth oreo dory,in close association with substrate,NA,100,12,45000,84000,NA,NA
Pseudopercis semifasciata,Pinguipedidae,700000,habitat_benthic,demersal,100,NA,14767.71311,0.636895363,3.902624496,Actinopteri,0.021204,0.021204,69.37218463,0.003348104,0.060991803,NA,0.060024868,43.32666524,NA,0.060024868,43.32666524,-2,2,2,2: low/mid,2,50136,Pseudopercis,Perciformes/Uranoscopoidei,NA,fusiform / normal,93,NA,Argentinian sandperch,non-planktonic,NA,17,13,16328,47949,NA,NA
